5,	530 284 545 294
TAMAN	385 295 425 304
PASIR	433 295 473 304
EMAS,	481 295 521 304
KG	396 304 411 315
PASIR	419 304 456 315
PUTIH,	463 304 508 315
81700	351 316 391 325
PASIR	399 316 440 325
GUDANG,JOHOR.	448 316 554 325
TEL/FAX:	400 326 442 335
07-271	447 326 478 335
2406	483 326 503 335
TAX	397 345 427 357
INVOICE	437 345 508 357
BILL	304 365 327 375
NO	332 365 344 375
:	367 365 375 374
POS/53796	383 365 452 374
DATE	304 377 334 386
:	368 375 375 385
23/06/18	382 375 437 385
12:46:33	444 375 500 385
PM	507 375 521 385
CASHIER	305 386 353 396
:	369 387 376 395
ASH	383 387 404 395
PAYMENT	304 397 359 408
:	369 395 376 407
CASH	384 395 413 407
ITEM	305 414 331 424
QTY	384 414 407 424
PRICE	439 413 473 423
AMOUNT	519 413 567 421
PLUG	304 430 334 442
TOP	342 430 365 442
13A(BIASA-MK)	373 430 472 442
@8.00	480 430 518 442
WAAN34	303 442 364 452
3	397 441 407 450
8.00	445 441 472 450
24.00	530 440 571 449
SR0	579 440 604 449
UMS	304 454 328 465
13A	335 454 359 465
PLUG(SINGLE)	367 454 460 465
@4.00	468 454 506 465
ST00014	305 466 362 475
3	397 466 407 475
4.00	443 466 472 474
12.00	532 464 570 474
SR0	578 464 601 474
GROSS	450 483 487 491
AMT:	495 483 524 491
36.00	565 482 602 491
GST	455 492 476 503
(6%)	483 492 511 503
:	518 492 525 503
0.00	573 492 601 501
NET	404 507 434 521
AMT	444 507 474 521
:	484 507 494 521
36.00	548 507 601 520
RECEIVED	459 528 518 537
36.00	564 527 602 535
CHANGE	470 538 510 549
:	517 538 524 549
0.00	574 538 602 546
ROUND	449 555 483 567
ADJ.:	490 555 524 567
0.00	573 555 602 564
GST	305 572 329 584
SUMMARY	337 572 394 584
SR0	307 586 332 598
@	341 586 350 598
0%	358 586 375 598
AMOUNT(RM)	413 572 489 583
36.00	434 587 469 596
TAX(RM)	510 571 567 582
0.00	525 586 552 595
THANK	414 604 458 613
YOU	467 604 493 613
PLEASE	381 615 433 624
COME	441 615 475 624
AGAIN	484 615 526 624

MR.	201 167 258 182
D.I.Y.	278 167 394 182
(KUCHAI)	414 167 568 182
SDN	588 167 645 182
BHD	665 167 723 182
(CO	300 184 357 198
REG	376 184 432 198
:750441-W)	451 184 642 198
LOT	142 201 200 214
1851-A	218 201 335 214
&	354 201 372 214
1851-B,	392 201 527 214
JALAN	547 201 642 214
KPB	662 201 720 214
6,	738 201 777 214
KAWASAN	161 217 296 231
PERINDUSTRIAN	315 217 567 231
BALAKONG,	585 217 760 231
43300	181 234 278 248
SERI	297 234 376 248
KEMBANGAN,	395 234 590 248
SELANGOR	609 234 765 248
(GST	220 250 296 264
ID	316 250 355 264
NO	374 250 412 264
:000473792512)	431 250 701 264
(SG	377 266 432 280
WANG)	451 266 544 280
-TAX	338 282 415 297
INVOICE-	434 282 585 297
MAGNETIC	84 316 240 329
WHITEBOARD	258 316 454 329
LD001#	472 316 589 329
90*60CM	609 316 744 329
*S	821 316 860 329
EZ08	87 332 163 345
-	182 332 201 345
6/12	220 332 296 345
9087396	87 349 218 361
1	515 349 534 361
X	552 349 571 361
35.00	590 349 684 361
35.00	725 349 821 361
JAPE	87 366 163 379
DISPENSER	183 366 356 379
SETJE600	375 366 529 379
-CITRUS	549 366 683 379
*S	820 364 860 378
WA36	85 382 162 394
-	182 382 201 394
12	220 382 258 394
9556481779603	87 398 334 411
2	511 398 530 411
X	549 398 569 411
19.90	588 398 683 411
39.80	724 398 821 411
CANDLE	85 414 201 427
EB001050#	220 414 392 427
*S	822 415 858 428
OC32-41/2	87 431 260 443
-	278 431 297 443
40	316 431 355 443
9044364	87 447 217 460
1	516 447 537 460
X	558 447 580 460
9.50	601 447 685 460
9.50	743 447 822 461
BALL	85 464 162 476
PEN	182 464 240 476
6BK	258 464 316 476
0.5MM	336 464 431 476
KC1069#	451 464 585 476
*S	821 463 858 477
RC11-23-42	87 480 278 493
-	297 480 316 493
12/144	335 480 450 493
6953070994578	83 496 336 509
1	515 497 536 511
X	557 497 578 511
2.90	600 497 684 511
2.90	743 495 821 510
WHITE	84 513 182 526
BOARD	202 513 300 526
MARKER	318 513 436 526
SET	455 513 514 526
8858	534 513 611 526
*S	823 513 858 525
SB17	85 529 163 542
-	183 529 203 542
12/240	222 529 340 542
9082825	85 545 222 558
1	518 545 540 559
X	561 545 582 559
3.30	604 545 689 559
3.30	747 545 822 558
FIRST	89 562 183 575
AID	202 562 258 575
KIT	277 562 334 575
*S	823 562 862 574
CG61/2	88 578 203 591
-	222 578 241 591
48	260 578 298 591
9061496	87 595 221 607
1	520 594 538 608
X	556 594 575 608
26.90	594 594 685 608
26.90	725 594 821 607
PLANNING	85 611 241 623
MAGNET	261 611 377 623
30MM#	396 611 494 623
*S	821 609 861 625
RC22	87 628 163 641
-	182 628 201 641
24/288	221 628 335 641
9088524	88 644 220 656
1	516 643 537 657
X	558 643 580 657
2.30	602 643 687 657
2.30	745 643 822 656
ITEM(S)	87 676 221 690
:	240 676 258 690
7	278 676 297 690
QTY(S.)	669 675 790 690
:	808 675 825 690
8	842 675 860 690
TOTAL	88 709 184 722
INCL.	203 709 300 722
GST@6%	318 709 434 722
RM	687 708 725 722
119.70	744 708 861 722
CASH	88 725 165 739
RM	687 724 724 737
120.00	744 724 858 737
CHANGE	88 742 203 755
RM	724 740 763 755
0.30	783 740 861 755
GST	87 775 144 789
SUMMARY	163 775 297 789
AMT(RM)	435 775 567 788
TAX(RM)	630 773 760 787
GST	87 791 145 804
S@6%	164 791 242 804
112.92	500 790 607 804
6.78	725 790 802 803
15-03-18	92 840 245 854
15:41	264 840 360 854
SH01	380 840 456 854
B019	475 840 551 854
T2	610 839 649 853
R000243654	668 839 860 853
OPERATOR	88 857 242 870
TRAINEE	261 857 396 870
CASHIER	415 857 550 870
EXCHAN	207 889 322 903
F	342 889 361 903
ARE	381 889 438 903
ALLOWED	457 889 592 903
WITHIN	612 889 728 903
7	284 906 303 919
DAY	322 906 380 919
WITH	398 906 474 919
RECEIPT.	492 906 644 919
GTRICTLY	247 922 398 936
NO	418 922 456 936
CASH	475 922 551 936
REFUND.	570 922 703 936

99	188 233 228 264
SPEED	248 233 348 264
MART	367 233 446 264
S/B	467 233 527 264
(519537-X)	546 233 745 264
LOT	207 270 264 306
P.	283 270 322 306
T.	341 270 378 306
2811,	398 270 494 306
JALAN	513 270 608 306
ANGSA,	627 270 743 306
TAMAN	328 306 428 334
BERKELEY	447 306 608 334
41150	269 342 368 372
KLANG,	389 342 507 372
SELANGOR	528 342 687 372
1934-LAMAN	290 377 487 407
RIMBUNAN	507 377 665 407
GST	222 411 283 442
ID.	304 411 365 442
NO	385 411 426 442
:	446 411 467 442
000181747712	486 411 730 442
INVOICE	207 483 346 515
NO	366 483 406 515
:	425 483 445 515
18297/102/T0173	464 483 763 515
02:56PM	78 554 223 580
566719	423 557 544 583
03-02-18	722 558 883 587
2485	81 627 161 655
LABOOST	180 627 321 655
DRINKING	341 627 501 655
WATER	521 627 621 655
RM.50	739 629 841 655
S	859 632 880 655
7094	81 662 161 690
NEOBUN	182 662 302 690
PLASTER	322 662 462 690
10PCS	481 662 582 690
RM3.20	719 665 842 691
S	858 670 884 691
TOTAL	76 733 176 759
SALES	195 733 295 759
(INCLUSIVE	315 733 513 759
GST)	533 733 613 759
CASH	535 769 621 798
CHANGE	494 804 618 833
RM	636 735 679 760
RM	639 773 677 795
RM	636 808 677 832
3.70	754 736 837 760
10.00	740 773 839 797
6.30	759 808 837 832
GST	76 877 138 907
SUMMARY	158 877 300 907
S	78 912 99 936
=	119 912 141 936
6%	162 912 204 936
AMOUNT	399 877 506 905
(RM)	524 877 596 905
3.49	513 912 599 939
TAX	717 878 768 903
(RM)	785 878 852 903
.21	795 913 855 939

SANYU	73 91 253 115
STATIONERY	288 91 646 115
SHOP	683 91 826 115
NO.	78 124 134 140
31G&33G,	154 124 304 140
JALAN	324 124 417 140
SETIA	436 124 531 140
INDAH	550 124 643 140
X	662 124 682 140
,U13/X	701 124 813 140
40170	75 141 174 155
SETIA	194 141 293 155
ALAM	314 141 393 155
MOBILE	77 160 186 174
/WHATSAPPS	203 160 385 174
:	404 160 422 174
+6012-918	439 160 603 174
7937	622 160 695 174
TEL:	73 181 147 194
+603-3362	166 181 333 194
4137	353 181 426 194
GST	75 197 133 213
ID	152 197 192 213
NO:	211 197 269 213
001531760640	288 197 521 213
TAX	658 205 738 224
INVOICE	765 205 953 224
OWNED	60 218 144 233
BY	160 218 192 233
:	210 218 226 233
SANYU	60 233 146 249
SUPPLY	163 233 266 249
SDN	282 233 333 249
BHD	351 233 401 249
(1135772-K)	418 233 606 249
CASH	69 269 162 286
SALES	184 269 300 286
COUNTER	324 269 486 286
1.	88 313 125 328
2012-0029	144 313 311 328
3	130 354 147 368
X	166 354 184 368
2.9000	202 354 311 368
RESTAURANT	441 313 648 329
ORDER	669 313 772 329
CHIT	792 313 874 329
NCR	895 313 958 329
3.5"X6"	439 332 556 347
8.70	773 355 849 369
SR	892 355 939 370
TOTAL	44 378 133 393
SALES	150 378 239 393
INCLUSIVE	256 378 414 393
GST	431 378 484 393
@6%	502 378 555 393
DISCOUNT	390 400 537 414
TOTAL	386 428 475 443
ROUND	388 448 483 464
ADJ	502 448 560 464
FINAL	390 476 467 490
TOTAL	481 476 558 490
CASH	391 515 484 528
CHANGE	386 536 532 550
8.70	772 381 850 395
0.00	773 402 847 415
8.70	775 431 850 443
0.00	775 451 855 463
8.70	776 479 853 492
10.00	759 517 858 530
1.30	780 537 853 552
GST	49 566 113 582
SUMMARY	134 566 282 582
AMOUNT(RM)	412 566 627 581
TAX(RM)	768 567 913 582
SR	52 587 97 602
@	120 587 141 602
6%	163 587 208 602
8.21	547 587 624 602
0.49	837 589 919 603
INV	48 640 107 655
NO:	128 640 187 655
CS-SA-0120436	208 640 468 655
DATE	518 640 592 655
:	611 640 630 655
27/10/2017	648 640 834 655
GOODS	112 738 208 753
SOLD	227 738 304 753
ARE	322 738 380 753
NOT	399 738 457 753
RETURNABLE	476 738 669 753
&	688 738 707 753
REFUNDABLE	725 738 918 753
THANK	186 774 303 787
YOU	327 774 398 787
FOR	420 774 491 787
YOUR	515 774 609 787
PATRONAGE	632 774 844 787
PLEASE	319 795 451 808
COME	473 795 560 808
AGAIN.	582 795 714 808
TERIMA	194 830 327 844
KASIH	349 830 462 844
SILA	484 830 573 844
DATANG	595 830 730 844
LAGI	751 830 841 844
**	115 863 155 880
PLEASE	176 863 296 880
KEEP	316 863 396 880
THIS	417 863 497 880
RECEIPT	516 863 658 880
FOR	678 863 738 880
PROVE	759 863 858 880
OF	879 863 919 880
PURCHASE	88 886 269 900
DATE	292 886 382 900
FOR	404 886 473 900
I.T	495 886 563 900
PRODUCT	585 886 744 900
WARRANTY	767 886 948 900
PURPOSE	399 907 565 922
**	589 907 635 922
FOLLOW	149 943 260 960
US	279 943 314 960
IN	333 943 370 960
FACEBOOK	388 943 536 960
:	555 943 574 960
SANYU.STATIONERY	592 943 887 960

SARANG	270 64 454 89
HAE	486 64 577 89
YO	609 64 669 89
TRENDYMAX	252 90 424 104
(M)	443 90 501 104
SDN.	520 90 596 104
BHD.	616 90 691 104
COMPANY	219 104 339 119
REG.	356 104 425 119
NO.	441 104 493 119
:	511 104 527 119
(583246-A).	545 104 733 119
P6,	142 121 196 136
BLOCK	214 121 305 136
C,	323 121 359 136
GM	377 121 414 136
KLANG	432 121 522 136
WHOLESALE	540 121 703 136
CITY,	720 121 812 136
JALAN	320 137 407 152
KASUARINA	425 137 581 152
1,	599 137 633 152
41200	232 153 325 169
KLANG,	343 153 457 169
SELANGOR	475 153 625 169
D.E.	645 153 719 169
WHATSAPP	216 172 388 187
:	408 172 430 187
+6012-5060668	451 172 729 187
WWW.SARANGHAEYO.COM	212 195 716 212
GST	267 216 325 230
REG	345 216 403 230
:	422 216 441 230
000384098304	461 216 691 230
TAX	350 254 422 268
INVOICE	446 254 614 268
CB#	44 277 93 289
:	110 277 127 289
CASHIER	45 299 153 310
:	168 299 183 310
REMARKS:	45 321 189 334
GM3-46792	164 278 350 290
W001	208 299 280 314
-	298 299 316 314
ERAH	334 299 406 314
@	424 299 441 314
C6	459 299 495 314
15/01/2018	524 279 703 291
1:48:36	719 279 843 291
PM	861 279 897 291
QTY	45 352 99 366
DESCRIPTION	182 352 366 367
PRICE	432 352 512 365
DISC	599 352 665 365
TOTAL	777 353 857 365
1	122 382 147 396
10	100 439 143 450
12	104 512 140 523
1	125 591 146 605
MS	196 383 247 395
LOYALTY	196 399 341 410
PACKAGE	196 415 345 427
IB-RDM	196 436 313 449
IRON	196 453 273 465
BASKET	292 453 408 465
ROUND	194 469 284 482
27	302 469 339 482
*	357 469 375 482
25	393 469 429 482
AOR5058	190 510 343 523
50MM	191 525 274 539
PULL	296 525 379 539
FLOWER	193 543 324 556
RIBBON	191 558 319 570
QC2018	196 591 320 604
HORSE	196 607 303 619
CALENDAR	197 623 363 636
2018	197 639 277 652
15.00	425 382 522 396
28.90	422 437 517 449
5.00	435 509 515 521
0.00	436 589 516 601
0.00	587 383 667 395
-28.90	569 437 676 449
-6.00	569 507 661 520
0.00	580 588 661 600
15.00	792 383 879 396
SR	897 383 932 396
260.10	766 436 874 447
SR	892 436 928 447
54.00	780 507 867 520
SR	885 507 919 520
0.00	801 585 871 597
SR	889 585 924 597
24	111 673 161 686
TYPE:	223 671 316 686
4	368 670 401 683
TOTAL	676 666 762 678
329.10	835 664 947 678
ROUNDING	66 708 208 722
ADJ	226 708 280 722
0.00	819 701 899 713
TOTAL	63 727 146 743
INCLUSIVE	162 727 310 743
GST:	327 727 393 743
VISA	62 756 149 768
329.10	783 720 897 734
329.10	784 746 897 759
GST	66 790 135 803
SUMMARY	158 790 321 803
CODE	66 811 147 822
SR	66 838 109 850
TOTAL	59 857 142 870
%	205 809 247 822
6%	190 837 243 849
NET	360 808 414 820
AMT	433 808 487 820
310.47	374 835 487 848
310.47	375 856 488 868
GST	614 805 680 817
18.63	588 833 676 845
18.63	588 853 675 866
TOTAL	820 801 906 814
329.10	794 831 906 845
329.10	792 851 904 863
RINEE	52 891 147 904
AMELIA	165 891 280 904
ZAKARIA	299 891 432 904
SHY32516	52 907 214 920
POINTS	55 923 150 935
:	165 923 182 935
310	198 923 245 935
THANK	133 944 244 965
YOU	267 944 334 965
!	356 944 378 965
PLEASE	400 944 534 965
COME	556 944 645 965
AGAIN	667 944 779 965
!	801 944 823 965
GOODS	56 965 136 979
SOLD	151 965 215 979
ARE	232 965 280 979
NOT	295 965 343 979
RETURNABLE	359 965 519 979
FOR	534 965 582 979
REFUND	598 965 693 979
OR	709 965 741 979
EXCHANGE!!	758 965 917 979

KING'S	64 128 191 151
CONFECTIONERY	212 128 488 151
S/B	510 128 573 151
273500-U	595 128 764 151
(KSB)	785 128 891 151
NO.41,	63 153 193 175
JALAN	214 153 322 175
SERI	343 153 430 175
BINTANG	452 153 604 175
2	625 153 647 175
TAMAN	65 178 171 202
SRI	193 178 256 202
BINTANG,	278 178 447 202
52100	62 204 168 225
KUALA	190 204 296 225
LUMPUR.	317 204 467 225
TEL	64 230 128 249
NO:-	150 230 235 249
012	256 230 321 249
-	342 230 364 249
602	385 230 449 249
8832	470 230 556 249
(GST	67 255 151 279
ID	173 255 214 279
:	236 255 256 279
000294060032)	278 255 552 279
TAX	216 282 369 301
INVOICE	421 282 781 301
INV	64 308 128 325
NO	150 308 193 325
:KSB80051978	214 308 472 325
DATE:11/03/18	514 308 791 328
21:30	813 308 919 328
CASHIER:FT8303	63 334 365 353
CTR	509 334 574 353
:02	597 334 662 353
CODE	82 384 169 403
DESC	276 385 364 403
QTY	468 386 535 406
RM	596 386 642 404
0%	685 386 731 406
AMT	790 386 855 404
201019	85 436 213 455
KAYA	235 436 321 455
PUFF	341 436 427 455
231027	87 462 216 480
SLICE	237 462 345 480
CAK	366 462 430 480
101110	88 487 216 505
CHEESE	237 487 365 505
LE	386 487 429 505
251030	87 512 216 530
CHEESE	237 512 366 530
TA	388 512 430 530
171153	87 538 216 556
D/R	237 538 302 556
BUTTE	323 538 430 556
4	466 438 495 453
1	470 463 489 480
1	470 488 489 505
1	471 512 493 531
1	470 538 489 556
1.60	552 436 645 455
8.70	553 463 641 479
3.50	554 488 641 506
3.40	552 512 642 530
4.20	554 538 642 558
0	684 437 708 455
0	684 463 708 480
30	661 487 705 505
0	684 512 705 532
0	683 538 705 557
6.40	790 437 876 453
8.70	790 463 878 480
2.45	789 488 874 504
3.40	790 514 876 531
4.20	790 539 876 558
S	893 437 921 453
S	894 463 918 479
S	895 488 919 504
S	895 513 917 531
S	897 537 920 557
QTY	274 588 342 611
8	467 589 495 608
25.15	769 589 875 608
ROUNDING	450 615 623 637
ADJ	644 615 709 637
-	730 615 752 637
0.00	790 616 876 634
DUE	447 666 514 682
PAY	449 691 512 713
25.15	772 665 877 685
25.15	768 691 876 711
CHANGE	444 740 578 764
0.00	791 741 876 761
(TOTAL	145 791 274 813
INCLUDED	296 791 467 813
GST	488 791 553 813
@	574 791 596 813
6%	617 791 660 813
:	682 791 703 813
1.42)	747 793 851 815
GOODS	63 818 169 836
SOLD	191 818 276 836
NOT	296 818 360 836
